input	country	location	status	place_id_count	place_id	description	place_id	lat	lng	international_phone_number	formatted_phone_number	name	rating	website	url	formatted_address	vicinity
RSUD CIANJUR s	id	Indonesia	OK	2	ChIJqZgfNvtSaC4RpemKY2fEwc0	RSUD Cianjur, Java, Jalan Rumah Sakit, Bojongherang, Cianjur Regency, West Java, Indonesia	ChIJqZgfNvtSaC4RpemKY2fEwc0	-6.8105278	107.1410493	+62 263 266100	(0263) 266100	RSUD Cianjur	3.4	http://rsud.cianjurkab.go.id/?page_id=93	https://maps.google.com/?cid=14826347396611107237	Jl. Rumah Sakit No.1, Bojongherang, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43216, Indonesia	Jalan Rumah Sakit No.1, Bojongherang
RSUD Calang	id	Indonesia	OK	1	ChIJhex8AnijPzAR4AZyI7LsYCI	RSUD Calang, Dayah Baro, Aceh Jaya Regency, Aceh, Indonesia	ChIJhex8AnijPzAR4AZyI7LsYCI	4.6346261	95.5955849	-	-	RSUD Calang	-	-	https://maps.google.com/?cid=2477240044896782048	Calang, Dayah Baro, Krueng Sabee, Kabupaten Aceh Jaya, Aceh 23655, Indonesia	Calang, Dayah Baro
RSUD Cengkareng	id	Indonesia	OK	5	ChIJ2-bTWPv3aS4RyU_uV1mJbZE	RSUD Cengkareng Indomart, Jalan Bumi Cengkareng Indah, East Cengkareng, West Jakarta City, Jakarta, Indonesia	ChIJ2-bTWPv3aS4RyU_uV1mJbZE	-6.1437306	106.734174	-	-	RSUD Cengkareng Indomart	-	-	https://maps.google.com/?cid=10479182924781342665	Jl. Bumi Cengkareng Indah, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia	Jalan Bumi Cengkareng Indah, Cengkareng Timur
RSUD Cengkareng	id	Indonesia	OK	5	ChIJ910vX_v3aS4RglCPH84iGM8	RSUD Cengkareng Alfamidi, Jalan Bumi Cengkareng Indah, East Cengkareng, West Jakarta City, Jakarta, Indonesia	ChIJ910vX_v3aS4RglCPH84iGM8	-6.143732	106.7341083	-	-	RSUD Cengkareng Alfamidi	-	-	https://maps.google.com/?cid=14922715633980231810	Jl. Bumi Cengkareng Indah, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia	Jalan Bumi Cengkareng Indah, Cengkareng Timur
RSUD Cengkareng	id	Indonesia	OK	5	ChIJB1Ua9Zf1aS4RoFi3rjF-BxE	Rsud Cengkareng, Jalan Puma 1, Kebon Kosong, Central Jakarta City, Jakarta, Indonesia	ChIJB1Ua9Zf1aS4RoFi3rjF-BxE	-6.153917	106.853089	-	-	Rsud Cengkareng	-	-	https://maps.google.com/?cid=1227088175331498144	Jl. Puma 1, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630, Indonesia	Jalan Puma 1 RT.13/RW.6, Kebon Kosong
RSUD Cengkareng	id	Indonesia	OK	5	ChIJg088buT3aS4R0AvnZolZJHY	Rsud Cengkareng, Jalan Paris, East Cengkareng, West Jakarta City, Jakarta, Indonesia	ChIJg088buT3aS4R0AvnZolZJHY	-6.1441252	106.7392065	-	-	Rsud Cengkareng	-	-	https://maps.google.com/?cid=8513027642308889552	Blok E8B, Jl. Paris Blok E8B No.29, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia	Blok E8B, Jalan Paris Blok E8B No.29, Cengkareng Timur
RSUD Cibabat	id	Indonesia	OK	1	ChIJkyIiD0jkaC4R7LDr9t3qeQs	RSUD Cibabat, Jalan Jendral Haji Amir Machmud, Cibabat, Cimahi City, West Java, Indonesia	ChIJkyIiD0jkaC4R7LDr9t3qeQs	-6.87912	107.550862	+62 22 6652025	(022) 6652025	RSUD Cibabat	3.7	http://rsudcibabat.cimahikota.go.id/	https://maps.google.com/?cid=826950245650510060	Jl. Jend. H. Amir Machmud No.140, Cibabat, Cimahi Utara, Kota Cimahi, Jawa Barat 40513, Indonesia	Jalan Jendral Haji Amir Machmud No.140, Cibabat
RSUD Cibinong	id	Indonesia	OK	2	ChIJ1-DzKx7CaS4RXZgm3yRATZI	RSUD CIBINONG, Tengah, Bogor, West Java, Indonesia	ChIJ1-DzKx7CaS4RXZgm3yRATZI	-6.472798	106.8295607	+62 21 8753360	(021) 8753360	Cibinong Regional Public Hospital	4.1	http://rsudcibinong.bogorkab.go.id/	https://maps.google.com/?cid=10542152829851048029	Jalan KSR Dadi Kusmayadi No. 27, Tengah, Cibinong, Tengah, Cibinong, Bogor, Jawa Barat 16913, Indonesia	Jalan KSR Dadi Kusmayadi No. 27, Tengah, Cibinong, Tengah
RSUD Cibinong	id	Indonesia	OK	2	ChIJS55Q2rPFaS4Rf2SSTqdexfg	Klinik RSUD Cibinong, Jalan Perintis Kemerdekaan, Kebon Kelapa, Bogor City, West Java, Indonesia	ChIJS55Q2rPFaS4Rf2SSTqdexfg	-6.5922301	106.7862682	-	-	Klinik RSUD Cibinong	-	-	https://maps.google.com/?cid=17925837964488893567	Jl. Perintis Kemerdekaan Blok Maat No.21, Kb. Klp., Bogor Tengah, Kota Bogor, Jawa Barat 16125, Indonesia	Jalan Perintis Kemerdekaan Blok Maat No.21, Kebon Kelapa
RSUD Cicalengka	id	Indonesia	OK	1	ChIJo0vq6OzFaC4RQO3pHN7_UFM	RSUD Cicalengka, Jalan Haji Darham, Tenjolaya, Bandung, West Java, Indonesia	ChIJo0vq6OzFaC4RQO3pHN7_UFM	-6.9823386	107.8420525	+62 22 7952202	(022) 7952202	RSUD Cicalengka	3.1	-	https://maps.google.com/?cid=6003579632717786432	JL. H. Darham, No. 35, Tenjolaya, Cicalengka, Jl. H. Darham No.35, Tenjolaya, Cicalengka, Bandung, Jawa Barat 40395, Indonesia	JL. H. Darham, No. 35, Tenjolaya, Cicalengka, Jalan Haji Darham No.35, Tenjolaya
RSUD Cideres	id	Indonesia	OK	1	ChIJPdqd3DUoby4RiJuy9ewijk8	RSUD Cideres, Bojongcideres, Majalengka Regency, West Java, Indonesia	ChIJPdqd3DUoby4RiJuy9ewijk8	-6.7608381	108.1954156	+62 233 661003	(0233) 661003	RSUD Cideres	3.6	-	https://maps.google.com/?cid=5732557776818969480	Jl. Raya Cideres Kadipaten No.180, Bojongcideres, Majalengka, Kabupaten Majalengka, Jawa Barat 45453, Indonesia	Jalan Raya Cideres Kadipaten No.180, Bojongcideres
RSUD Cilacap	id	Indonesia	OK	2	ChIJs3v-CpYSZS4R2OeQPb8wyRU	Rsud Cilacap, Sidanegara, Cilacap Regency, Central Java, Indonesia	ChIJs3v-CpYSZS4R2OeQPb8wyRU	-7.717567	109.0158321	+62 282 533010	(0282) 533010	Rsud Cilacap	3.5	http://rsud.cilacapkab.go.id/	https://maps.google.com/?cid=1569839543045122008	Jl. Gatot Subroto No.28, Sidanegara, Cilacap Tengah, Sidanegara, Cilacap, Kabupaten Cilacap, Jawa Tengah 53212, Indonesia	Jl. Gatot Subroto No.28, Sidanegara, Cilacap Tengah, Sidanegara
RSUD Cilacap	id	Indonesia	OK	2	ChIJwRFGT8gSZS4RCZd1SGOYBCA	Rsud Cilacap, Jalan Gatot Subroto, Gunungsimping, Cilacap Regency, Central Java, Indonesia	ChIJwRFGT8gSZS4RCZd1SGOYBCA	-7.7034463	109.0234517	-	-	Rsud Cilacap	2.5	http://rsud.cilacapkab.go.id/	https://maps.google.com/?cid=2307136461305386761	Jl. Gatot Subroto No.28, Gunungsimping, Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53211, Indonesia	Jalan Gatot Subroto No.28, Gunungsimping
RSUD Cimacan	id	Indonesia	OK	1	ChIJq2-yFBzEaS4R2S3cxd7gMGI	RSUD Cimacan, Jalan Raya Cimacan, Palasari, Cianjur Regency, West Java, Indonesia	ChIJq2-yFBzEaS4R2S3cxd7gMGI	-6.7204701	107.0325265	+62 263 512465	(0263) 512465	RSUD Cimacan	3.8	-	https://maps.google.com/?cid=7075402262005951961	Jl. Raya Cimacan No.17A, Palasari, Cipanas, Kabupaten Cianjur, Jawa Barat 43253, Indonesia	Jalan Raya Cimacan No.17A, Palasari
RSUD DAYAKU RAJA	id	Indonesia	OK	1	ChIJawkjOD049i0RYKCFcoRgpWk	RSUD Dayaku Raja, Liang, Kutai Kartanegara Regency, East Kalimantan, Indonesia	ChIJawkjOD049i0RYKCFcoRgpWk	-0.2498953	116.6207314	-	-	RSUD Dayaku Raja	4.9	http://www.rsudayakuraja.com/	https://maps.google.com/?cid=7612596867113001056	Jl. Poros Kota Bangun - Tenggarong, Kota Bangun, Liang, Kotabangun, Kabupaten Kutai Kartanegara, Kalimantan Timur 75561, Indonesia	Jl. Poros Kota Bangun - Tenggarong, Kota Bangun, Liang
RSUD DR DORIS SYLVANUS	id	Indonesia	OK	3	ChIJ3zIXIlmy_C0RObUp0q7KicM	RSUD Dr. Doris Sylvanus, Langkai, Palangka Raya City, Central Kalimantan, Indonesia	ChIJ3zIXIlmy_C0RObUp0q7KicM	-2.2111358	113.9228399	+62 536 3221717	(0536) 3221717	Regional General Hospital Dr. Doris Sylvanus	3.6	http://rsdorissylvanus.kalteng.go.id/	https://maps.google.com/?cid=14090015761404376377	Jalan Tambun Bungai No. 4, Langkai, Pahandut, Langkai, Pahandut, Kota Palangka Raya, Kalimantan Tengah 74874, Indonesia	Jalan Tambun Bungai No. 4, Langkai, Pahandut, Langkai
RSUD DR DORIS SYLVANUS	id	Indonesia	OK	3	ChIJGYntKMOz_C0RJafPgb97znw	Rsud Dr Doris Sylvanus, Jalan Palangkaraya, Bukit Tunggal, Palangka Raya City, Central Kalimantan, Indonesia	ChIJGYntKMOz_C0RJafPgb97znw	-2.187133	113.8854763	-	-	Rsud Dr Doris Sylvanus	-	-	https://maps.google.com/?cid=8993261568352298789	Jl. Palangkaraya, Bukit Tunggal, Jekan Raya, Kota Palangka Raya, Kalimantan Tengah 74874, Indonesia	Jalan Palangkaraya, Bukit Tunggal
RSUD DR R SOEPRAPTO CEPU	id	Indonesia	OK	1	ChIJ5eXsFxFkdy4Rxh2ewa2YSzM	RSU Dr. R. Soeprapto Cepu, Balun, Cepu, Blora Regency, Central Java, Indonesia	ChIJ5eXsFxFkdy4Rxh2ewa2YSzM	-7.150946	111.5857262	+62 296 421026	(0296) 421026	RSU Dr. R. Soeprapto Cepu	3.8	http://rsuddrsoeprapto.web.id/	https://maps.google.com/?cid=3696215791232753094	Jl. RSU No.50, Balun, Cepu, Kabupaten Blora, Jawa Tengah 58311, Indonesia	Jalan RSU No.50, Balun
RSUD DR SOEMARNO SOSRO ATMOJO	id	Indonesia	OK	1	ChIJ2T9n9ftu5C0Ry-eybAJlrIE	RSUD dr. H. Soemarno Sosroatmodjo, Central Selat, Kapuas Regency, Central Kalimantan, Indonesia	ChIJ2T9n9ftu5C0Ry-eybAJlrIE	-3.009427	114.38901	+62 513 23791	(0513) 23791	RSUD dr. H. Soemarno Sosroatmodjo	4	http://rsud.kapuaskab.go.id/	https://maps.google.com/?cid=9343954387974940619	Jl. Tambun Bungai No.16, Sei Pitung, Kuala Kapuas, Kabupaten Kapuas, Kalimantan Tengah 73513, Indonesia	Jalan Tambun Bungai No.16, Sei Pitung
RSUD Deli Serdang	id	Indonesia	OK	2	ChIJ5dvLY6s5MTARR8mq-I79_A8	Rsud, Jalan Limau Mungkur, Bandar Labuhan, Deli Serdang Regency, North Sumatra, Indonesia	ChIJ5dvLY6s5MTARR8mq-I79_A8	3.5041295	98.7903902	-	-	Rsud	-	http://www.rsud.deliserdangkab.go.id/	https://maps.google.com/?cid=1152074395199129927	Jl. Limau Mungkur, Bandar Labuhan, Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362, Indonesia	Jalan Limau Mungkur, Bandar Labuhan
RSUD Deli Serdang	id	Indonesia	OK	2	ChIJa6QJXmhIMTARtcBICfXwyEM	RSUD Deli Serdang, Lubuk Pakam, Jalan Mh. Thamrin, Petapahan, Deli Serdang Regency, North Sumatra, Indonesia	ChIJa6QJXmhIMTARtcBICfXwyEM	3.5563832	98.8679245	-	-	RSUD Deli Serdang, Lubuk Pakam	4.3	http://www.rsud-deliserdang.tk/	https://maps.google.com/?cid=4884418731096719541	Jl. Mh. Thamrin, Petapahan, Lubuk Pakam, Kabupaten Deli Serdang, Sumatera Utara 20517, Indonesia	Jalan Mh. Thamrin, Petapahan
RSUD Depati Hamzah	id	Indonesia	OK	1	ChIJJR9rd9TAIi4R2wNLMsZIFLg	RSUD Depati Hamzah, Jalan Soekarno Hatta, Bukitbesar, Pangkal Pinang City, Bangka Belitung Islands, Indonesia	ChIJJR9rd9TAIi4R2wNLMsZIFLg	-2.1439926	106.1245582	+62 717 422693	(0717) 422693	RSUD Depati Hamzah	2.5	-	https://maps.google.com/?cid=13264306818597454811	Jl. Soekarno Hatta, Bukitbesar, Kec. Girimaya, Kota Pangkal Pinang, Kepulauan Bangka Belitung 33684, Indonesia	Jalan Soekarno Hatta, Bukitbesar
RSUD Depok	id	Indonesia	OK	1	ChIJSbTJqcLoaS4Ry0-9AHZp-iw	RSUD Depok, Sawangan Lama, Depok City, West Java, Indonesia	ChIJSbTJqcLoaS4Ry0-9AHZp-iw	-6.4044643	106.7584449	+62 251 8602514	(0251) 8602514	RSUD Depok	3.5	http://rsud.depok.go.id/	https://maps.google.com/?cid=3241018837385957323	Jalan Raya Muchtar No. 99, Sawangan, Sawangan Lama, Sawangan, Kota Depok, Jawa Barat 16517, Indonesia	Jalan Raya Muchtar No. 99, Sawangan, Sawangan Lama
RSUD Djoelham	id	Indonesia	OK	1	ChIJyZRT9R_WMDAR2huj1Q-56SY	Rsud. Doktor Rm. Djoelham, Kartini, Binjai City, North Sumatra, Indonesia	ChIJyZRT9R_WMDAR2huj1Q-56SY	3.6021125	98.4830032	+62 61 8821372	(061) 8821372	Unit Gawat Darurat RSUD Dr. RM. Djoelham	3.7	-	https://maps.google.com/?cid=2803975720674728922	Jalan Sutan Hassannudin No.9, Kartini, Binjai Kota, Kartini, Binjai, Kota Binjai, Sumatera Utara 20741, Indonesia	Jalan Sutan Hassannudin No.9, Kartini, Binjai Kota, Kartini
RSUD Dompu	id	Indonesia	OK	1	ChIJc_MDDBNvyi0Rsa435BZXIPs	RSUD Dompu, Bada, Dompu Regency, West Nusa Tenggara, Indonesia	ChIJc_MDDBNvyi0Rsa435BZXIPs	-8.5405756	118.4646297	-	-	RSUD Dompu	-	-	https://maps.google.com/?cid=18095559058604404401	Bada, Dompu, Dompu Regency, West Nusa Tenggara 84213, Indonesia	Bada
RSUD Doris Sylvanus	id	Indonesia	OK	1	ChIJ3zIXIlmy_C0RObUp0q7KicM	RSUD Dr. Doris Sylvanus, Langkai, Palangka Raya City, Central Kalimantan, Indonesia	ChIJ3zIXIlmy_C0RObUp0q7KicM	-2.2111358	113.9228399	+62 536 3221717	(0536) 3221717	Regional General Hospital Dr. Doris Sylvanus	3.6	http://rsdorissylvanus.kalteng.go.id/	https://maps.google.com/?cid=14090015761404376377	Jalan Tambun Bungai No. 4, Langkai, Pahandut, Langkai, Pahandut, Kota Palangka Raya, Kalimantan Tengah 74874, Indonesia	Jalan Tambun Bungai No. 4, Langkai, Pahandut, Langkai
RSUD Dr. R. Goeteng Taroenadibrata	id	Indonesia	OK	2	ChIJQ2rSMDpYZS4R5-XUDVaRg4Q	RSUD. Dr. R. Goeteng Taroenadibrata, Jalan Tentara Pelajar, Kembaran Kulon, Purbalingga Regency, Central Java, Indonesia	ChIJQ2rSMDpYZS4R5-XUDVaRg4Q	-7.3785937	109.3615741	-	-	RSUD. Dr. R. Goeteng Taroenadibrata	-	-	https://maps.google.com/?cid=9548635433740854759	Jl. Tentara Pelajar No.23, Kembaran Kulon, Kec. Purbalingga, Kabupaten Purbalingga, Jawa Tengah 53319, Indonesia	Jalan Tentara Pelajar No.23, Kembaran Kulon
RSUD Dr. R. Goeteng Taroenadibrata	id	Indonesia	OK	2	ChIJayf3tDtYZS4R__14Z9hg2Bk	Rumah Sakit Umum Daerah Purbalingga, Jalan Tentara Pelajar, Kembaran Kulon, Purbalingga Regency, Central Java, Indonesia	ChIJayf3tDtYZS4R__14Z9hg2Bk	-7.3783819	109.3616814	+62 281 891016	(0281) 891016	Rumah Sakit Umum Daerah Purbalingga	3.5	http://rsud.purbalinggakab.go.id/	https://maps.google.com/?cid=1862344928482885119	Jl. Tentara Pelajar No.22, Kembaran Kulon, Kec. Purbalingga, Kabupaten Purbalingga, Jawa Tengah 53319, Indonesia	Jalan Tentara Pelajar No.22, Kembaran Kulon
RSUD Dr. R. Goeteng Taroenadibrata Purbalingga	id	Indonesia	OK	2	ChIJQ2rSMDpYZS4R5-XUDVaRg4Q	RSUD. Dr. R. Goeteng Taroenadibrata, Jalan Tentara Pelajar, Kembaran Kulon, Purbalingga Regency, Central Java, Indonesia	ChIJQ2rSMDpYZS4R5-XUDVaRg4Q	-7.3785937	109.3615741	-	-	RSUD. Dr. R. Goeteng Taroenadibrata	-	-	https://maps.google.com/?cid=9548635433740854759	Jl. Tentara Pelajar No.23, Kembaran Kulon, Kec. Purbalingga, Kabupaten Purbalingga, Jawa Tengah 53319, Indonesia	Jalan Tentara Pelajar No.23, Kembaran Kulon
RSUD Dr. Syaiful Anwar	id	Indonesia	OK	1	ChIJw96ahy0o1i0R8eQBoJu_9kw	RSUD Dr. Saiful Anwar, Klojen, Malang City, East Java, Indonesia	ChIJw96ahy0o1i0R8eQBoJu_9kw	-7.9724887	112.6315624	+62 341 362101	(0341) 362101	RSU Dr. Saiful Anwar	3.7	http://www.rsusaifulanwar.jatimprov.go.id/	https://maps.google.com/?cid=5545830666278659313	Jalan Jaksa Agung Suprapto No. 2, Klojen, Kota Malang, Jawa Timur 65112, Indonesia	Jalan Jaksa Agung Suprapto No. 2, Klojen
RSUD ENDE	id	Indonesia	OK	1	ChIJNc2SdytfrS0RVjiE9xfd7V4	Rsud Ende, Kel. Paupire, Ende Regency, East Nusa Tenggara, Indonesia	ChIJNc2SdytfrS0RVjiE9xfd7V4	-8.8333664	121.6681535	+62 381 22026	(0381) 22026	Rsud Ende	3.8	-	https://maps.google.com/?cid=6840366504052275286	Jl. Prof. Dr. Wz. Yohanes, Kel. Paupire, Ende Tengah, Kabupaten Ende, Nusa Tenggara Tim., Indonesia	Jl. Prof. Dr. Wz. Yohanes, Kel. Paupire
RSUD Embung Fatimah	id	Indonesia	OK	1	ChIJk-1K6qON2TERdFQP2t0JLWY	RSUD Embung Fatimah, Bukit Tempayan, Batam City, Riau Islands, Indonesia	ChIJk-1K6qON2TERdFQP2t0JLWY	1.0503185	103.9675684	+62 778 364446	(0778) 364446	RSUD Embung Fatimah	4	http://skpd.batamkota.go.id/rsud/	https://maps.google.com/?cid=7362551814271489140	Jalan Letjen Soeprapto Blok D 1-9, Batu Aji, Bukit Tempayan, Batu Aji, Kota Batam, Kepulauan Riau 29432, Indonesia	Jalan Letjen Soeprapto Blok D 1-9, Batu Aji, Bukit Tempayan
RSUD Genteng	id	Indonesia	OK	1	ChIJ32gFOyNV0S0RnYyH80JUtr0	Rumah Sakit Umum Daerah (RSUD) Genteng, Genteng Wetan, Banyuwangi Regency, East Java, Indonesia	ChIJ32gFOyNV0S0RnYyH80JUtr0	-8.3656032	114.1638628	+62 333 845839	(0333) 845839	Rumah Sakit Umum Daerah (RSUD) Genteng	4.1	-	https://maps.google.com/?cid=13670206365460040861	Jl. Sultan Hasanuddin No.98, Genteng Wetan, Genteng, Kabupaten Banyuwangi, Jawa Timur 68465, Indonesia	Jalan Sultan Hasanuddin No.98, Genteng Wetan
RSUD Gunung Jati	id	Indonesia	OK	1	ChIJB9CFpIkdby4RsBU-luS62wU	RSUD Gunung Jati, Jalan Kesambi, Kesambi, Cirebon City, West Java, Indonesia	ChIJB9CFpIkdby4RsBU-luS62wU	-6.7303887	108.5549674	+62 231 206330	(0231) 206330	RSUD Gunung Jati	3.3	http://www.rsudgunungjati.cirebonkota.go.id/	https://maps.google.com/?cid=422136481025234352	Jl. Kesambi No.56, Kesambi, Kota Cirebon, Jawa Barat 45134, Indonesia	Jalan Kesambi No.56, Kesambi
RSUD Gunungjati Cirebon	id	Indonesia	OK	1	ChIJB9CFpIkdby4RsBU-luS62wU	RSUD Gunung Jati, Jalan Kesambi, Kesambi, Cirebon City, West Java, Indonesia	ChIJB9CFpIkdby4RsBU-luS62wU	-6.7303887	108.5549674	+62 231 206330	(0231) 206330	RSUD Gunung Jati	3.3	http://www.rsudgunungjati.cirebonkota.go.id/	https://maps.google.com/?cid=422136481025234352	Jl. Kesambi No.56, Kesambi, Kota Cirebon, Jawa Barat 45134, Indonesia	Jalan Kesambi No.56, Kesambi
RSUD HI SENDAWAR	id	Indonesia	OK	1	ChIJKan43OP09y0RT89e_BHyPeY	RSUD HIS SENDAWAR, Sekolaq Joleq, West Kutai Regency, East Kalimantan, Indonesia	ChIJKan43OP09y0RT89e_BHyPeY	-0.2483513	115.7144072	-	-	RSUD HIS SENDAWAR	5	-	https://maps.google.com/?cid=16590682761365213007	Sekolaq Joleq, Sekolaq Darat, West Kutai Regency, East Kalimantan 75777, Indonesia	Sekolaq Joleq
RSUD Hasanuddin Damrah Manna	id	Indonesia	OK	1	ChIJPxizxeWtNy4RUFcXt9Yko5Y	RSUD Hasanuddin Damrah Manna, Pagar Dewa, South Bengkulu Regency, Bengkulu, Indonesia	ChIJPxizxeWtNy4RUFcXt9Yko5Y	-4.4419594	102.8964832	+62 739 22870	(0739) 22870	RSUD Hasanuddin Damrah Manna	4.3	-	https://maps.google.com/?cid=10854560031506388816	JL. Raya Padang Panjang, Manna, Pagar Dewa, Kota Manna, Kabupaten Bengkulu Selatan, Bengkulu 38515, Indonesia	JL. Raya Padang Panjang, Manna, Pagar Dewa
RSUD INDRAMAYU	id	Indonesia	OK	1	ChIJTatD71e5bi4ReiGweYDdNiQ	Rumah Sakit Umum Daerah Indramayu, Jalan Murahnara, Sindang, Indramayu Regency, West Java, Indonesia	ChIJTatD71e5bi4ReiGweYDdNiQ	-6.3296168	108.3214812	+62 234 272655	(0234) 272655	Rumah Sakit Umum Daerah Kabupaten Indramayu	3.4	http://rsud.indramayukab.go.id/	https://maps.google.com/?cid=2609516577974919546	Jl. Murahnara No.7, Sindang, Kec. Indramayu, Kabupaten Indramayu, Jawa Barat 45222, Indonesia	Jalan Murahnara No.7, Sindang
RSUD JAILOLO	id	Indonesia	OK	1	ChIJt06kNFBFmzIRCPGsnw2nc-Y	RSUD Jailolo, Acango, West Halmahera Regency, North Maluku, Indonesia	ChIJt06kNFBFmzIRCPGsnw2nc-Y	1.0900731	127.4777817	+62 921 3121070	(0921) 3121070	RSUD Jailolo	-	-	https://maps.google.com/?cid=16605799928000475400	Acango, Jailolo, West Halmahera Regency, North Maluku, Indonesia	Acango
RSUD Jombang	id	Indonesia	OK	1	ChIJhQ-xvR1AeC4R8i-nnX-RErs	RSUD Kabupaten Jombang, Jalan KH. Wahid Hasyim, Kepanjen, Jombang Regency, East Java, Indonesia	ChIJhQ-xvR1AeC4R8i-nnX-RErs	-7.550005	112.236976	+62 321 865716	(0321) 865716	RSUD Kabupaten Jombang	3.9	http://rsudjombang.com/	https://maps.google.com/?cid=13479996611965169650	Jalan KH. Wahid Hasyim No 52, Jl. KH. Wahid Hasyim No.52, Kepanjen, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61411, Indonesia	Jalan KH. Wahid Hasyim No 52, Jalan KH. Wahid Hasyim No.52, Kepanjen
RSUD KABUPATEN KLUNGKUNG	id	Indonesia	OK	1	ChIJbT86FkcR0i0RruMawhssocA	RSUD Kabupaten Klungkung, Jalan Flamboyan, Semarapura Kauh, Klungkung Regency, Bali, Indonesia	ChIJbT86FkcR0i0RruMawhssocA	-8.5386024	115.3946335	+62 366 21172	(0366) 21172	Rumah Sakit Umum Daerah Kabupaten Klungkung	4	http://rsud.klungkungkab.go.id/	https://maps.google.com/?cid=13880424024264860590	Jl. Flamboyan No.40, Semarapura Kauh, Kec. Klungkung, Kabupaten Klungkung, Bali 80714, Indonesia	Jalan Flamboyan No.40, Semarapura Kauh
RSUD KALISAT	id	Indonesia	OK	1	ChIJOSNxVv2-1i0RlgTUG9pbRCc	RSUD Kalisat, Jalan Doktor Sutomo, Ajung, Jember Regency, East Java, Indonesia	ChIJOSNxVv2-1i0RlgTUG9pbRCc	-8.1344933	113.8223793	-	-	RSUD Kalisat	-	-	https://maps.google.com/?cid=2829487458223391894	Jl. DR. Sutomo No.123, Ajung, Kalisat, Kabupaten Jember, Jawa Timur 68193, Indonesia	Jalan Doktor Sutomo No.123, Ajung
RSUD KANUDJOSO	id	Indonesia	OK	1	ChIJwXyZZhhG8S0RiLf5WRNCX7A	RSUD Dr. Kanujoso Djatiwibowo, Batu Ampar, Balikpapan City, East Kalimantan, Indonesia	ChIJwXyZZhhG8S0RiLf5WRNCX7A	-1.2250526	116.868432	+62 542 873901	(0542) 873901	Hospital Dr. Kanujoso Djatiwibowo	4.3	http://www.rsudkanujoso.com/	https://maps.google.com/?cid=12708949324344178568	Jalan MT. Haryono No. 656, Batu Ampar, Balikpapan Utara, Kota Balikpapan, Kalimantan Timur 76126, Indonesia	Jalan MT. Haryono No. 656, Batu Ampar
RSUD KARIMUN	id	Indonesia	OK	1	ChIJXboOVWZa1zERbFqSBoGXVdk	RSUD Karimun, Harjosari, Karimun Regency, Riau Islands, Indonesia	ChIJXboOVWZa1zERbFqSBoGXVdk	1.013566	103.4137283	+62 777 327808	(0777) 327808	RSUD Karimun	2.9	-	https://maps.google.com/?cid=15660589859667597932	Harjosari, Tebing, Karimun Regency, Riau Islands 29663, Indonesia	Harjosari
RSUD KEFAMENANU	id	Indonesia	OK	2	ChIJ154kMOmAVSwRS-TFSNRcY_0	RSUD Kefamenanu, Kefamenanu Tengah, North Timor Tengah Regency, East Nusa Tenggara, Indonesia	ChIJ154kMOmAVSwRS-TFSNRcY_0	-9.4422709	124.478773	-	-	RSUD Kefamenanu	-	-	https://maps.google.com/?cid=18258539381113873483	Kefamenanu Tengah, Kefamenanu City, North Timor Tengah Regency, East Nusa Tenggara, Indonesia	Kefamenanu Tengah
RSUD KEFAMENANU	id	Indonesia	OK	2	ChIJe70rO_l9_ywRQrCgCay1XyE	Rsud Kefamenanu, Tubuhue, North Timor Tengah Regency, East Nusa Tenggara, Indonesia	ChIJe70rO_l9_ywRQrCgCay1XyE	-9.4420044	124.4788239	+62 388 31149	(0388) 31149	Rsud Kefamenanu	4	-	https://maps.google.com/?cid=2404840476539662402	Jl. Letjen Suprapto Kefamenanu Miomaffo Timur Ntt, Tubuhue, Kefamenanu City, North Timor Tengah Regency, East Nusa Tenggara, Indonesia	Jl. Letjen Suprapto Kefamenanu Miomaffo Timur Ntt, Tubuhue
RSUD KERTOSONO	id	Indonesia	OK	2	ChIJyY4ku-RGeC4RAhjcIpuE4VI	RSUD Kertosono, Banaran, Nganjuk Regency, East Java, Indonesia	ChIJyY4ku-RGeC4RAhjcIpuE4VI	-7.589283	112.1083067	+62 358 551118	(0358) 551118	RSUD Kertosono	3.6	-	https://maps.google.com/?cid=5972200382709635074	Jalan Supriyadi No.29, Kudu, Kertosono, Banaran, Kertosono, Kabupaten Nganjuk, Jawa Timur 64315, Indonesia	Jalan Supriyadi No.29, Kudu, Kertosono, Banaran
