Rumkit Bhayangkara Banda Aceh	Jl. Cut Nyak Dien No. 23, West Lamteumen Banda Aceh
RS bhayangkara HIGH CLIFFS	JL. HERO NO. 17
Rumkit Bhayankara Medan	Jl. KH Wahid Hasyim 1, Medan
RS Bhayangkara Sumbar	Jl. No.I Jati Padang
RS bhayangkara WEEK NEW POLDA RIAU	Jl. Kartini No.14, Pekanbaru
Rumkit Bhayangkara Dumai	Jl. Hang Tuah 1 Dumai
Rumkit Bhayangkara Jambi	Jl. Raden Mathaher No.03 Jambi
RS bhayangkara PALEMBANG	JL. GENERAL SUDIRMAN KM 4.5 Palembang in South Sumatra
Rumkit Bhayangkara Jitra Bengkulu	Jl. Veteran 2 Ex. Jitra Bengkulu
Rumkit Bhayangkara Lampung	Jl. Scout 88 Rajabasa Bandar Lampung
RS Bhayangkara Sespimma Police	JL. Ciputat Raya No. 40, PINANG COTTAGE VILLAGE, DISTRICT Kebayoran Lama
RS Bhayangkara Tk. I R.SAID Sukanto	Jl. Raya Bogor Kramat Jati
Rumkit Bhayangkara Indramayu	Jl. Raya Pantura Km.73-75, Losarang Indramayu
RS Bhayangkara Setukpa Lemdikpol	Jl. Aminta Azmali Trip No. 59A
RS Sartika Asih	Jl. MOOH. Toha No. 369 Bandung
RS bhayangkara BRIMOB	JL Komjen POL M YASIN, Kelapadua, CIMANGGIS
RS bhayangkara TK III SEMARANG	JL.MAJAPAHIT 140 SEMARANG
RS Armed Forces Academy Pol Semarang	Jl. Sultan Agung New Temple Complex AKPOL
RS bhayangkara YOGYAKARTA	JL. JOGJA-SOLO KM.14 Kalasan SLEMAN YOGYAKARTA
bhayangkara Tulungagung	Jl. I Gusti Ngurah Rai 25-27, Tulungagung
RS Bhayangkara Lumajang	Jl. Capt. Kyai Ilyas No. 7
RS. Bhayangkara TK.IV BONDOWOSO	JL. Jend. POL. S. JUDODIHARJO 12, BONDOWOSO
Police Hospitals Pusdik Brimob	Jl. Raya Watukosek - Gempol
RS Police Pusdik Porong	JL. Porong NO. 1 SIDOARJO
RS Bhayangkara Moestadjab Nganjuk	Nganjuk
RS Bhayangkara Revelation Tutuku Bojonrgoro	Jl. Panglima Sudirman
RS Bhayangkara Kediri	Jl. Pol Duryat 17 Kediri
RS Bhayangkara HSSamsoeri Mertojoso	Jl. Achmad Yani 116, Surabaya
RS bhayangkara HASTA BRATA STONE	JL. RA Kartini NO. 1
RS Bhayangkara Denpasar	Jl. Trijata no.32 Denpasar
RS Bhayangkara Mataram	Jl. Langko 64, Mataram
RS Bhayangkara	Jl. Nangka No. 84 Kupang
Rumkit Bhayangkara Pontianak 	Jl. KS Tubun 14, Pontianak
Rumkit Bhayangkara Palangkaraya	Jl. Ahmad Yani No. 22
Rumkit Bhayangkara Banjarmasin	Jl. A. Yani Banjarmasin Km.3,5
Rumkit Bhayangkara Balikpapan 	Jl. Jend. Sudirman No.14, Balikpapan
RS Bhayangkara Manado	Jl. Sam Ratulangi no. 326 Manado
Rumkit Bhayangkara Palu	Jl. DR. Suharso Lrg III No. 2 Palu
RS Police Bhayangkara	Jl. Lt. Mapaodang Makassar
RS Bhayangkara Kendari	Jl. Mount Meluhu No. 7 Kendari
RS Bhayangkara Ambon	Jl. Sultan Hasanuddin - Tantui, Ambon
RS Bhayangkara Papua	Jl. Lime Furia Kotaraja, Jayapura
Hospital Level IV IM 07:02	Pocut Jalan Ujung Karang Desa Suak Baren Indrapuri district. Johan Pahlawan Meulaboh Aceh Barat
Rumkit Tk II Iskandar Muda Banda Aceh	Jl. T. Hamzah Treasurer Banda Aceh
Rumkit Tk IV Lhokseumawe in North Aceh	Jl. Ocean No.53A Kp Java district. Banda Sakti Lhokseumawe AUT
Rumkitban Sibolga	Jl. Orchids No.6, Sibolga
Rumkit Tk IV Siantar	Jl. Manuk Simanuk Gn 6, Pematangsiantar
Rumkit Tk II Putri Hijau Medan	Jl. Putri Hijau No. 17, Medan
Rumkit Tk IV 1:07:02 Binjai	Jl. Bandung 4, Binjai
RS Level IV 01:07:03	Jl. Sudirman 1 Village: Lösung Batu, District: Mulberry.
Rumkit Tk III Reksodiwiryo Padang	Jl. Dr Wahidin 1, Padang
RST Solok	JL. Proclamation No. 03 Solok
Rumkit Tk IV Bukit Tinggi	Jl. Jen Sudirman 37, Bukittinggi
RS Tk IV Pekanbaru	Jl. Health No. 2 Pekanbaru
Rumkit Tk IV Dr. Unang Bratanata Jambi	Jl. Raden Mattaher no. 33, Jambi
RS Tk IV Dr. NOESMIR BATURAJA	Jln. Dr. Mohammad Hatta No. 64
Rumkit Tk IV Lahat	Harun Sohar Jl.Letjen 26, Lahat
Rumkit Tk II Dr. AK Gani Palembang	Jl. Dr. AK Gani no I Palembang
Rumkitban Curup Bengkulu	Jl. Zainal Bakti Curup
Rumkit Tk IV Bengkulu	Jl. Zainal Arifin Gading Cempaka, Bengkulu
Rumkit Tk IV 02:07:04	Jl. Dr. A.Rivai 7, Bandar Lampung
RS Pusdikkes	Jl. Raya Bogor, East Jakarta
Rumkit Tk IV Cijantung	Jl. Mahogany No. 1 Cijantung II Rt 005/004 Pasar Rebo, East Jakarta
RS PAD Gatot Subroto	Jl. Dr. Abdul Rahman Saleh No. 24, Central Jakarta
Rumkit Tk II M.Ridwan Meuraxa	Jl. Kramat Raya 174, Jakarta Pusat
Rumkit Tk IV Guntur Garut	Jl. Bratayuda 101 Garut
Rumkit Tk IV Salak in Bogor	Jl. Jend Sudirman No. 8 Bogor
RSU Tk IV Sariningsih Bandung	Jl. LL RE Martadinata 9 Bandung
Rumkit Tk III Ciremai Cirebon	Jl. Kesambi no. 237 Cirebon
Rumkit Tk II Dustira Cimahi	Jl. dr. Dustira 1 Ex. Baros district. Central Cimahi
Rumkit Tk III Wijayakusuma	Jl. Prof.Dr. HR Bunyamin Purwokerto
Rumkitban Blora	Jl. Dr. Sutomo 45, Blora
Rumkinban Pati	Jl. P. Sudirman 77 Pati
Holy Rumkitban	Jl. Jend. Sudirman 64, Holy
Rumkit Tk II Dr. Soedjono	Jl. Urip Sumoharjo 48, Magelang
Rumkit Tk IV Slamet Riyadi Surakarta	Jl. Slamet Riyadi 321, Surakarta
RS Tk. IV 04:07:03 dr. Asmir	Jl. Dr Muwardi No. 50 Salatiga
Rumkit Tk.III Wira Bhakti Tamtama SMG	Jl. Dr. Sutomo 17, Semarang
Rumkit Tk.IV Tegal	Jl. RS DKT Pagongan Tegal
DKT Rumkit Dr. Soetarto / Tk. III Yogyakarta	Jl. Juwadi 19 Yogyakarta
Rumkit Tk.III Baladika Husada Jember	Jl. PB Sudirman No. 45 Jember
HOSPITAL Army 05:08:03 SIDOARJO	JL Soetomo NO 2 SIDOARJO
Rumkitban Mojokerto	Jl. R Wijaya 58 Mojokerto
Rumkit Tk.IV Kediri	Jl. MayJen.Sungkono No. 44, KEDIRI
Rumkit Tk.II Dr. Soepraoen	Jl. Soedanco Supriyadi 22, Malang
RS Help 05:08:04 Lawang	Jl. Sources Sane no.32
RS Rumkit Tk.IV Madiun	Jl. Pahlawan No. 79 Madiun
Rumkit Tk III Brawijaya, SBY	Jl. Kesatrian 17 Surabaya
RUMKITBAN 05:08:05 SURABAYA	Gubeng Corner 21
Rumkit Tk.IV Kencana Attack	Jl. A Yani 23 Attack
RS TK IV Daan Mogot Kesdam JAYA	Jl. Daan No. 59 Tangerang
Rumkit Tk.IV Singaraja	Jl. Ngurah Rai No. 70 Singaraja
RUMKIT TK. II Udayana	Jl. PB Sudirman 1 Denpasar
REM RSAD Wira Bhakti Mataram	Jl. HOS Cokroaminoto 7 Mataram
RS Tk.IV Wirasakti Kupang	Jl. Dr.DR.Moch Hatta No.9-11, Kupang
Rumkitban Atambua	Jl. Piere Tendean, Gerbades, Atambua
HOSPITAL PRATAMA SINTANG	Jl. MT Haryono KM 3 district. Sintang
RUMKIT TK. IV 12 07 02 SINTANG	-
RS Dam XII Ponianak	Jl. ADI RAYA SUCIPTO KM 6.5 SEI Kubu Raya
Rumkit TK.IV Singkawang	Jl. Officers No.H 15 Singkawang
Rumkit Tk.IV Palangkaraya	Jl. Diponegoro 55 Palangkaraya Central Kalimantan
Rumkit Tk.III Dr. R.Soeharsono.	Jl. Maj Soetoyo S 408 Banjarmasin
RUMKIT TK IV Guntung UMBRELLA	Jl. A. Yani Km 31 Banjarbaru
Rumkit Tk.II Dr R Hardjanto	Jl. Tanjongpura VI Balikpapan
Dim RS 0901 Samarinda	Jl. Jen Sudirman 52 Samarinda
RS TK.Teling Manado	Jl. February 14 Telling Atas, Manado
Rumkit Tk.IV Wirabuana Palu	Jl. Sisinga Mangaraja 4, Palu
Rumkit Tk.IV Dr. M Yasin Bone	Jl. Jend Sudirman Watampone
Rumkit Tk.II Pelamonia	Jl. Jend Sudirman No.27, Makassar
RS Tk. IV 7:07:03 Dr. Sumantri	Jl. Karaeng Bura'nee 24 Pare Pare
Rumkitban Palopo	Jl. Samiun No. 01 Palopo
Rumkit Tk.IV Dr. R Ismoyo Kendari	Jl. Laute no 1 Kendari
Rumkit Tk. II Prof. dr. JA Latumeten	Jl. Dr. Tamaela 2, Ambon
Rumkit Tk.IV Ternate	Jl. Ais Nasution 2, Ternate
Rumkitban Manokwari	Jl. Brawijaya Kodim 1703 Manokwari
Hospital Tk III marthen indey Jayapura	Jln. Diponegoro No. 57 Village Gurabesi
Rumkit Tk.IV Dr. Aryoko Sorong	Jl. Scout 1 North Remu
Rumkital Sabang	Jl. T. Chik Ditiro Upper City Sabang
RS AL Belawan	Jl. 1 Bengkalis Belawan, Medan
RS AL Dr Midiyato S	Jl. Ciptadi No.1, Tanjung Pinang
RS AL Cilandak	Jl. Raya Cilandak, South Jakarta
RS AL Dr Mintoharjo	Jl. Bendungan Hilir 17 Jakpus
RSKGM Navy RE Martadinata	Jl. No.1 Pharmacy Central Jakarta
RS AL Juanda	Jl. Bachtiar Yahya 1 Juanda - Surabaya
RS AL Batuporon	Jl. Bangkalan Madura rose Kab
Rumkital dr. Ramelan	Jl. Gadung No. 1 Surabaya
RS Al Tanjung Perak	Jl. Rear M.Nazir 56, Surabaya
RS AL Pal Surabaya	Jl. Taruna 66-68 Ujung Surabaya
RS AL Gunungsari	Jl. Course No. 1 Surabaya
RS AL Kodikal	Jl. Morokrembangan Surabaya
RS Armed Forces Academy Al Surabaya	Jl. Morokrembangan Surabaya
The Hospital Hang Tuah Surabaya	FKG Hang Tuah Surabaya
RS Navy Lantamal VII Kupang	Jl. Yos Sudarso No. 5 Osmok, Kel Namosain Kec.Alak, Kupang
Ilyas RSAL Tarakan	Jl. RE. Martadinata No. 29 Ex. Pamusian excl. Tarakan Tengah.Tarakan
RS AL Bitung	Jl. Yos Sudarso No. 26 Bitung
RS AL Jala Ammari Makassar	Jl. Satando No 27 Ex Tamalabba District Ujung Tanah
RS AL Ambon	Complex Lantamal IX Halong Ambon
RS AL Manokwari	Jl. Sergeant Kelvin Manokwari
RUMKITAL dr. R. Oetojo	Jl. Jend. Ahmad Yani Klademak IIIC
RS TNI NAVY MERAUKE	JL. TRIKORA NO.7 MERAUKE
RUMKITAL DR.SOEDIBJO SARDADI	Jl.Amphibi no.1 Hamadi Jayapura
RS AL Dr. R Gandhi AT	Complex Lanal Sorido Biak
RS Lanu Dr ABD Malik	Jl. Imam Bonjol No.1, Medan
RS-Air Force air base ROESMIN Nurjadin	Jl. Adi Sucipto No. 123 Maharatu village, district. Marpoyan Peace
RS Lanu Ranai	Natuna Kab.Kepulauan Riau
RSPAU dr. Esnawan Space	Jl. Pigeons No. 2 Halim Perdana Kusuma, Jakarta
HOSPITAL TEETH AND MOUTH THE AIR FORCE 	Jl.Puntodewo 1 Dirgantara 2, Halim Perdanakusuma
RSB Space	Jl. Budikemuliaan 12 Jakpus
RS Lanud Sulaiman	Jl. Canal Kopo Margahayu Bdg
RS Lanu Kalijati	Kalijati Subang air base
RS Lanud Atang Sanjaya	Jl. Sardjio No. 1, Semplak
RS AU Dr M Salamun	Jl. Ciumbuleuit 203 Bandung
RS Lanuma Adisumarmo	Jl. Students' Army - Colomadu, Karanganyar
RS Bayangkara	jl Raya Solo KM 23 Yogyakarta
RSPAU Dr. Suhardi Harjolukito	Jl. Raya Janti Yogyakarta
RS Lanuma Abdul Saleh	Jl. Dr. M. Munir 18, Malang
RS Lanuma Iswahyudi	Jl. Raya Solo - Maospati
RS TNI AU Soemitro	Jl.Serayu 17 Surabaya
Air Force HOSPITAL EL DANCE	Penfui, Kota Kupang
Rumkit Lanud Supadio	Jl. Kuala Dua Raya No. 2 Kab. Kubu Raya
TNI RS-Au Tk.IV Syamsudin Noor	Jl. Hercules No. 17 Banjarmasin
RS LEVEL IV Lanud BALIKPAPAN	Jl. Marsma R. Iswahyudi RT 31 Ex. Sepinggan Raya district. South Aberdeen
RS Level IV Lanud Sam Ratulangi	Jl. Maramis AA, Kel. Fields Manado
RS TNI AU Dody Saryoto	Jl. By Pass Sultan Hasanuddin International Airport
RS Lanu Pattimura	Lanud Pattimura Ambon
RS Lanu Morotai	Morotai district. Morotai Island
RS Lanu Manuhua	Space Complex Trikora Biak
RSU Graha Bunda 	Jl. Medan - Banda Aceh Bukit Pala, IDI RAYEUK - East Aceh
RS Malahayati	Jl. Medan - Banda Aceh 100 M, meunasah Blang - Bireuen
Mother RSIA	Jl. Darussalam 16.Lhokseumawe
Bireuen Hospital Medical Center 	Bireuen, Aceh
RS TELAGA MOTHER	Jl. Peutua Banta 7, Gampong Bireuen meunasah Blang
PMI Aceh Utara	Jl. Ocean Kp. Old Java
RS Malahayati	Jl. Cut Nyak Dien No: 498, Banda Aceh
RSIA Harapan Bunda	Jl. Teuku Umar 181, Banda Aceh
RS Teuku Fakinah	Jl. Jend.Sudirman 27-29, Banda Aceh
RS Permata Hati	Jl. Sultan Iskandar Muda 217, Banda Aceh
RSU Red Crescent Indonesia Aceh	Jl. Malikul Sultan Saleh No. 17 Lamlagang, district. Banda Raya
RS Cut Nyak Dien Langsa	Jl. TM Bachrun 1. Langsa
RSU Sakinah	Jl. Between No. 30 Kp. New Java Lhokseumawe
Yayasan Kasih Ibu Hospital	Jl. Merdeka 17. Lhokseumawe
RS Armina MADINA	Jl. Merdeka No. 23 Teak - Panyabungan
RS Ester	Jl. Veteran 21, Kabanjahe
RS Sembiring	Jl. 77 large, Deli Tua
RS Hidayah	Jl. Medan Deli Tua Km. 8.5 No. 55
RSU Anirma	Jl. New lotus Gg. Charity No. 95 Deli Tua
RS Nur Saadah	Km.12 Tanjung Morawa, Deli Serdang
Sari Mutiara Hospital Lubukpakam	Jl. Medan 17, Lubukpakam
RS Halvetia	Jl. Capt Sumars No.Deli Serdang
RSU Sinar Husni	Jl. Veteran Gg.Utama Psr. V Helvetia
RS Rahmat Hidayah 	Jl. Limau Manis XIII Market 61, Desa Limau Manis, Tanjung Morawa
RSU PARTNERS HUSADA	JL. GAMBIR VIII MARKET NO 100
RSU Keliat	Jl. Sutan Arab # 3 2 Klumpang Kampung Dusun
RSU HEALTH PARTNER	Jl. Sei Merah No. 300 Tanjung Morawa
RSU JOKO	Jl. Sudirman Percut Cinta Rakyat Desa Sei Tuan
RSU 'Insani' 	Jl. 36 New Commerce Kel.Stabat Kec.Stabat Langkat
RSU Delia	Jl. KH Dewantara 24 district. Done Langkat
RSU Trianda	Jln.Medan - High Cliff Km.42,5 No.752B Repair Market Village, District Perbaungan, District Serdan
Hospital Bed 	Jl. Deli # 105-115 Perbaungan, Serdang Bedagai
RS Grand Medistra	Jl. Terrain 66 Lubukpakam
RSU Lasmi Kartika	Jl. Hamlet X Pancasila village Highlands
RS Mina Padi	Jl. KM.10 Medan, Siantar
Herna Hospital Tebing Tinggi	Jl. City Hall No. 2 Tebing Tinggi
RS Deli	Jl. Merbabu 18, Medan
RS Delima Medan	Jl.Kl. Yos Sudarso Km.13,6 19 A, Medan - Martubung
RS Herna	Jl. Mojapahit 118 A, Medan
Medan Adventist Hospital	Jl. Gatot Subroto Km.4, Medan
Susanna Wesley Methodist Hospital	New Jl.Harmonika MARKET Padang Bulan Medan Selayang II
RS Materna	Jl. Teuku Umar 9-11, Medan
Full RS Bethesda	Jl. Binjai Km.10,8 / Jl. Same No.71, Medan
RS Islam Malahayati	Jl. Pangeran Diponegoro Medan No.2-4
RS Sari Mutiara	Jl. Muslim Captain 79, Medan
Bina Psychiatric Hospital Atma	Jl. Hos Cokroaminoto 122, Medan
RSK Surgery 'Accuplast'	Jl. Sei Bahbolon No.40, Medan Baru
RSU Sundari	Jl. Jend. TBSimatupang No.31, Medan
RSU Vina Estetica	Jl. Sultan Iskandar Muda 119
RSU Mitra Sejati	Jl. 7 Base Masyhur Jend.AH Nasution Medan
Eye RSK Medan Baru Medical Centre	Jl. Abdullah Lubis 67, Medan
RSU Siti Hajar	Jl. Lt. Jamin Ginting # 2, Medan
RS Hisarma	Jl. Gatot Subroto 108, Medan
RSU Mitra Medika	Jl. KL Yos Sudarso Km 7.5 Tanjung Mulia, Medan
Bhakti	Jl. HM Joni 64, Medan
RS Imelda	Jl. Bilal 24 Pulo Brayan Darat I, Medan
RS Martha Friska	Jl. Yos Sudarso No. KM.6 91, Medan
Hospital Bed	Jl. East 27 D, Medan
RSU Ameta Sejahtera	Jl. Simpang Office No.6, Medan Labuhan
RSIA Queen	Jl. 204 Nibung Raya, Medan
RSU Martondi	Jl. Letda Sujono No.80-82, Medan
RSU Sarah	Jl. Baja Raya No.10 - Medan
RS Healthy	Jl. Lt. Sujono 20 E Bandar survived, Medan
RS Mayasari	Medan Labuhan Island Rengas, Medan
RS Prof.Dr. Boloni	Jl. Robert Wolter Monginsidi 11 Medan
RS Bandung	Jl. ruler Medan
RSIA Rosiva	Jl. Bangka No. 15 Medan
RSIA Badrul Aini	Jl. Bromo Gg.Sukri No.18, Medan
Hospital Bahagia Medan	Jl. Happy 85 Ds.Teladan
RS Wulan Windy	Rengas Island, Merelan, Medan
RS Estomihi	Jl. Sisinga Mangaraja 235, Medan
RSIA Harapan Ibu	Jl. Lake Batur 13 A, Medan
North Sumatra Muhammadiyah Hospital	Jl. Mandala By Pass # 27, Medan
RSU MITRA PERSADA MEDAN	Jl. Lt. Jamin Ginting Km. 9.8 No. 166 Terrain
RSU ROYAL PRIMA	JL. NO 68A father MEDAN - NORTH SUMATRA
RS Sufina Azis	Jl. New works No.1, Medan
RSU Inanta	Jl. Singamangaraja No.85 / 87, Mulberry North Sumatra
Bethesda Hospital	Jl. Diponoegoro 375 C
RSB An-Nisa	Jl. Youth No.18, Padang
RS Aisyah	Jl. Salim H.Agus 6, Padang
RSB Sari	Jl. Rear Olo 49 Padang
Puti youngest Psychiatric Hospital	Jl. 36 Padang Salim H.Agus
RSB Bunda Padang	Jl. Gajah Mada No.35, Padang
RS Selaguri	Jl. A. Yani No.26, Padang
Heart Hospital Sumbar	Jl. Khatib Sulaiman No.71, Padang
RSB Lenggogeni	Jl. Purus II 1, Padang
Eye Hospital Sitawa	Jl. Kartini No.17, Padang
SSR Surgery Ropanasuri	Jl. Aur 8, Padang
RS Aisyiyah Pariaman	Jl. Abdul Muis No. 26 Taratak
RSU Sari Mutia	Jl. Gardens Rubber No. 4 kel. Air latrines Duri - Riau
RS Santa Maria Pekanbaru	Jln. Ahmad Yani No. Rt 68 / Rw 001/001 Kel.Pulau Karam district. Sukajadi
RS Foundation Abdurrab	Jl. Jend.Sudirman 410, Pekanbaru
RS Bina Kasih	Jl. Samanhudi No.3-5, Pekanbaru
RS Budhi Graha	Jl. Dr. Setia Budi 5 Jambi
Rimbo RSIA MEDIKA	Jl, Kap, 58 RT.02 Pattimura Jambi
RS St Antonio	Jl. Commissioner Umar 33, Balfour
Panti Bhaktiningsih	Tegalrejo Belitang Kab. East OKU
RS MAHYUZAHRA	EASTERN PASSAGE Jl.Raya KM.35,5 Indralaya
RS Charitas	Jl. Sudirman 1054, Palembang
RS Siti Khadijah	Jl. Demat Lebar Daun 26
RS Bunda	Jl. Demat Lebar Daun No 70 Palembang
RSB Tiara Fatrin	Jl. Rajawali No.495-496, Palembang
RS Myria Palembang	Jl. Kol.H.Barlian Km.7, Palembang
RS Muhammadiyah Palembang	Jl. A. Yani 13 Ulu, Palembang
RSIA RIKA AMELIA	Jl. Machmud Sultan Badaruddin II # 18 Rt. 17 Rw. 04 Ex. Alang-Alang Lebar KM 11
Asih Hospital Charity Work	JL.BETAWI RAYA NO 1340 RT 22 RW 06 PALEMBANG
RSIA Widiyanti	jl. Sirna Raga No. 1631 AF Kenten
RSU Rafflesia	Jl. Mahogany # 10 Ex. Samban Kec.Ratu Jati Padang Kota Bengkulu
RSIA Panti Secanti	Jl. Raya Gisting, Tanggamus
Harapan Bunda Hospital	Jl. Raya Lintas Sumatera, white as Jaya 31, district. Mount Sugih, Kab. Central Lampung
RS Handayani	Jl. Soekarno - Hatta 94, Kotabumi North Lampung
RS Haji Kamino	Jl. Sriwijaya No. 56 Kp. Setia State district. Baradatu Kab. Right Way
RS Mardi Waluyo	Jl. Sudirman 156, Metro, Lampung
Eye Hospital Permana Sari	Jl. HOS Cokroaminoto, B Lampung
RSU Earth Sane	Jl. W. Monginsidi 235, Bandar Lampung
Bandar Lampung Adventist Hospital	Jl. Teuku Umar 48, Bandar Lampung
RSIA Anugerah Medical Center	Jl. Firefly 15 Kauman, Metro
RSB Permata Hati	Jl. AH. Nasution No. 34-36
RS Medika Stania	Jl. Jend. 3 Sudirman, Sungailiat
RSU Bakti Timah	Jl. Bukit Baru 1, Pangkal Pinang
RS Bhakti Timah	Jl. Canggai daughter, Kel. Uma bay, district. cliff
RS Budi Glory Batam	Jl. Budi Glory 1, Batam
Harapan Bunda Hospital Batam	Jl. 1 Seraya, Batam
Mother and Child Hospital Nuruddiniyah	Jl. Sei Raya Heat - Batam
RSIA Permata Hati	Jl. Bunga Raya No.3A / 3B, Batam
RS Jakarta	Jl. Jend.Sudirman Kav.49, South Jakarta
Dharmawangsa Mental Hospital	Jl. Dharmawangsa Raya Blok P / II 13, South Jakarta
RSB Panti Nugeraha	Jl. 26 Kby.Baru Senayan, South Jakarta
RSB Budhi Jaya	Jl. Dr. Sahardjo 120, South Jakarta
RSB Asih	Jl. Commander Polim I / 34 Melawai - New Kebayorann
AINI Eye Hospital Prof. dr. Isak Salim	Jl. HR Rasuna Said, South Jakarta
RS Setia Mitra	Jl. Fatmawati No. 80-82, South Jakarta
RS Tebet	Jl Let.Jen.MT Haryono Kav 13 South Jakarta
RS ENT Surgery Foundation Yurino	Jl. Ciranjang No.20-22, South Jakarta
RSU Prikasih	Jl. RS Fatmawati Raya No. 74, Pd. Pumpkin-Cilandak
RS Hope Kartini	Jl. 1 Ampera Raya, South Jakarta
RS Supreme	Jl. 67 Sultan Agung, South Jakarta
RS Standby Kingdom	Jl. Standby Kingdom Kav.4-8, Housing Pasar Minggu South Jakarta Barat
Beautiful RS Medika	Jl. Tebet Raya No. 4-6, South Jakarta
the Hospital Univ.Prof.Moestopo	Jl. Bintaro Permai Raya, South Jakarta
RSIA Muhammadiyah Taman Puring	Jl. Gandaria I / 20 Kebayoran Baru, South Jakarta
SSR Surgery Rawamangun	Jl. Balai Pustaka Raya No. 29-31, Rawamangun
Omni Hospital Medical Center	Jl. West Pulomas VI / 20, Jaktim
RSU Kartika Pulo Mas	Jl. Pulo Mas East K No. 2 Jaktim
RS Harum	Jl. Tarum Barat, Kalimalang
RS Harapan Jayakarta	Jl. East Bekasi Raya Km.18 6, Ex. Jatinegara district. Cakung, East Jakarta
RS Yadika	Jl. P.Revolusi 47 Pondok Bambu, East Jakarta
RSIA Budi Glory	Jl. 25 Jakarta Pusat Budi Glory
RSB Yy Health Preserver	Jl. Gereja Theresia 22 Menteng, Central Jakarta
Mother RSIA	Jl. Teuku Cik Ditiro No. 28 Menteng
Psychiatric Hospital Dharma Jaya	Jl. Mangga Besar Raya, Central Jakarta
RSK Surgery Kramat Lima	Jl. Kramat V No. 6 Jakpus
RSIA Evasari	Jl. Rawamangun No. 47 Jakpus
Psychiatric Hospital Dharma Sakti	Jl. Kaji 40 Jakarta Pusat
RS Moh Husni Thamrin	Jl. Salemba Tengah 24-28 Jakpus
RSK ENT Surgery P.Raharja	Jl. Sawo No. 58-60 Jakpus
RSK ENT Surgery Proclamation	Jl. Proclamation No. 43, Menteng - Jakarta Pusat
RS Abdi Waluyo	Jl. Hos Cokroaminoto 31-33 Jakarta Pusat
Kramat RS 128	Jl. 128 Kramat Raya, Central Jakarta
RSK Bina Aesthetic Surgery	Jl. Teuku Cik Ditiro 41 Jakarta Pusat
RS Sources Sane	Jl. Kyai Tapa No.1 Grogol Jakbar
RS Bhakti Mulia	Jl. KS Tubun 79 Slipi Jakbar
RSU Al-Kamal	Jl. Al Kamal Raya Kebon Jeruk West Jakarta
RS Manuela	Jl. Mangga Besar VIII / 23 Jakbar
RS Patria IKKT	Jl. 1 Cendrawasih Military Headquarters Complex Kemhan Slipi
Trisakti Foundation of the Hospital	Jl. Kyai Tapa Grogol Jakbar
RSK Surgery Charity Tzu Chi	Jl. Kamal Raya Outer (Outer Ring Road), Housing Charity Tzu Chi, East Cengkareng
RS Satya Negara	Jl. Agung Utara Raya No. 1 Jakut
North Jakarta Islamic Hospital	Jl. Tipar Cakung 5 Jakut
RS ROYAL PROGRESS	Jl. Danau Sunter Utara Jakut
RS Harapan Depok	Jl. Youth 10 Depok
RS Bhakti Yudha	Jl. Raya Sawangan No. 2A Depok
RS Tugu Ibu	Jl. Raya Bogor Km 29 Cimanggis - Depok
RS Bina Husada	Jl. Major Oking 101 Km 01 Cibinong - Bogor
RSIA Hermina Depok	Jl. Raya Siliwangi No. 50 Pancoran Mas, Depok
RSIA Growth	Jl. Raya Bogor Km.31 23 Cimanggis Depok City
RSU Cileungsih Mary Green	Jl. Raya Bogor Narogong Cullinan, RT001, RW014
RSB Tunas Jaya Cibinong	Jl. Village of Pabuaran 24 Cibinong
RSU MH. Thamrin	Jl. Raya Narogong KM.16, Limus Nunggal Cullinan, Bogor
Bogor Islamic Hospital	Jl. Prime Raya Bogor 22, Kedung Badak Bogor
RS Islam Sukabumi	Jl. Cibolang Cisaat Sukabumi
RSB Al-Afiah	Jl. Siti Jenab 49 Cianjur
RS Kebonjati	Jl. Kebonjati No. 152 Bandung
RS Mitra Kasih	Jl. Jend.Amir Machmud 341 Ex. Central Cigugur district. Central Cimahi Cimahi
RSU NURHAYATI GARUT	Jl. General Sudirman No. 6
RSB dr. Hj. EH Karmini	Jl.RSU No. 56 Tasikmalaya
RS Permata Bunda	Jl. Mr. Iwa Kusumasomantri 1 Ciamis
RS Al - Arif	Jl. RE Martadinata 158 B, Pulomaju - Baregbeg - Ciamis
RS Wijaya Kusuma	Jl. RE Martadinata 172 Brass
RS Sekar Kamulyan	Jl. Raya Cigugur Kuningan, West Jakarta
RS Juanda Brass	Jl. Ir. H. Juanda No. 207, Brass
RS Tangkil	Jl. Sunan Gunung Jati Cirebon
RSK Surgery Budi Kasih	Jl. Majalengka-Duchy Km.7 Raya No. 84
RS Pakuwon	Jl.Rd Dewi Sartika No. 17 Sumedang
RS Dewi Sri	Jl. Arif Rahman Hakim No. 1 A Karawang
RS Karya Husada	Jl. Jend. A. Yani 89 Cikampek
RS Islam Karawang	Jl. The base of the struggle Km.2, Falkirk
Bhakti Husada	Jl. RE Martadinata (By Pass) Cikarang - Bekasi
RS Karya Medika	Jl. Imam Bonjol No. 9B
RS Annisa	Jl. 31 New North Cikarang Cikarang Bekasi
Sentra Medika Hospital	Jl. Raya Cikarang Industrial Pasirgombong
RS Swamp Lumbu	Jl. Dasa Darma 20-23 Bekasi
